timestamp,device
2024-07-04 14:05:23,"iPhone15,4"
2024-07-04 18:09:50,"iPhone15,4"
2024-07-04 18:09:50,"iPhone15,4"
2024-07-04 20:30:09,"iPhone15,4"
2024-07-04 20:30:09,"iPhone15,4"
2024-07-05 17:56:16,"iPhone15,4"
2024-07-05 19:51:46,"iPhone15,4"
2024-07-05 19:51:46,"iPhone15,4"
2024-07-06 13:27:50,"iPhone15,4"
2024-07-06 13:27:50,"iPhone15,4"
2024-07-06 22:49:42,"iPhone15,4"
2024-07-06 22:49:42,"iPhone15,4"
2024-07-08 16:15:32,"iPhone15,4"
2024-07-08 16:15:32,"iPhone15,4"
2024-07-08 19:27:19,"iPhone15,4"
2024-07-08 19:27:45,"iPhone15,4"
2024-07-08 19:27:45,"iPhone15,4"
2024-07-08 20:30:23,"iPhone15,4"
2024-07-10 12:28:47,"iPhone15,4"
2024-07-10 12:28:47,"iPhone15,4"
2024-07-11 00:03:38,"iPhone15,4"
2024-07-11 00:03:38,"iPhone15,4"
2024-07-11 12:04:54,"iPhone15,4"
2024-07-11 12:04:54,"iPhone15,4"
2024-07-12 00:36:41,"iPhone15,4"
2024-07-12 00:36:41,"iPhone15,4"
2024-07-12 08:17:34,"iPhone15,4"
2024-07-12 08:30:34,"iPhone15,4"
2024-07-12 11:29:31,"iPhone15,4"
2024-07-12 11:29:31,"iPhone15,4"
2024-07-12 16:40:20,"iPhone15,4"
2024-07-12 22:12:33,"iPhone15,4"
2024-07-12 22:21:04,"iPhone15,4"
2024-07-12 22:21:05,"iPhone15,4"
2024-07-14 17:59:07,"iPhone15,4"
2024-07-14 17:59:53,"iPhone15,4"
2024-07-14 17:59:53,"iPhone15,4"
2024-07-15 21:28:30,"iPhone15,4"
2024-07-16 06:55:34,"iPhone15,4"
2024-07-16 06:55:34,"iPhone15,4"
2024-07-16 20:52:52,"iPhone15,4"
2024-07-16 20:52:52,"iPhone15,4"
2024-07-16 21:02:45,"iPhone15,4"
2024-07-17 18:05:05,"iPhone15,4"
2024-07-17 18:05:05,"iPhone15,4"
2024-07-18 13:35:31,"iPhone15,4"
2024-07-18 13:42:30,"iPhone15,4"
2024-07-18 13:42:30,"iPhone15,4"
2024-07-19 08:36:00,"iPhone15,4"
2024-07-19 08:36:00,"iPhone15,4"
2024-07-19 19:00:50,"iPhone15,4"
2024-07-19 19:59:14,"iPhone15,4"
2024-07-19 19:59:14,"iPhone15,4"
2024-07-20 02:23:50,"iPhone15,4"
2024-07-20 17:42:16,"iPhone15,4"
2024-07-20 17:42:16,"iPhone15,4"
2024-07-21 09:03:22,"iPhone15,4"
2024-07-21 09:55:16,"iPhone15,4"
2024-07-21 09:55:16,"iPhone15,4"
2024-07-21 10:12:45,"iPhone15,4"
2024-07-21 10:57:20,"iPhone15,4"
2024-07-21 10:57:20,"iPhone15,4"
2024-07-21 11:20:15,"iPhone15,4"
2024-07-21 11:31:24,"iPhone15,4"
2024-07-21 11:31:24,"iPhone15,4"
2024-07-22 07:48:41,"iPhone15,4"
2024-07-22 07:48:42,"iPhone15,4"
2024-07-22 10:20:47,"iPhone15,4"
2024-07-22 10:20:48,"iPhone15,4"
2024-07-22 12:57:55,"iPhone15,4"
2024-07-22 12:57:55,"iPhone15,4"
2024-07-22 13:01:22,"iPhone15,4"
2024-07-22 13:04:18,"iPhone15,4"
2024-07-22 13:04:36,"iPhone15,4"
2024-07-22 13:04:36,"iPhone15,4"
2024-07-22 15:10:40,"iPhone15,4"
2024-07-22 15:10:40,"iPhone15,4"
2024-07-22 18:14:23,"iPhone15,4"
2024-07-23 15:01:16,"iPhone15,4"
2024-07-23 17:09:30,"iPhone15,4"
2024-07-23 17:15:23,"iPhone15,4"
2024-07-23 17:40:34,"iPhone15,4"
2024-07-23 17:40:34,"iPhone15,4"
2024-07-23 18:04:47,"iPhone15,4"
2024-07-23 18:04:47,"iPhone15,4"
2024-07-23 21:38:01,"iPhone15,4"
2024-07-23 21:48:27,"iPhone15,4"
2024-07-23 21:51:48,"iPhone15,4"
2024-07-23 21:55:00,"iPhone15,4"
2024-07-23 21:55:00,"iPhone15,4"
2024-07-23 22:31:26,"iPhone15,4"
2024-07-23 22:31:26,"iPhone15,4"
2024-07-24 07:28:13,"iPhone15,4"
2024-07-24 07:29:38,"iPhone15,4"
2024-07-24 07:29:38,"iPhone15,4"
2024-07-24 12:12:40,"iPhone15,4"
2024-07-24 12:15:55,"iPhone15,4"
2024-07-24 12:15:56,"iPhone15,4"
2024-07-24 18:09:19,"iPhone15,4"
2024-07-24 18:50:08,"iPhone15,4"
2024-07-24 19:36:49,"iPhone15,4"
2024-07-24 19:38:51,"iPhone15,4"
2024-07-24 19:38:51,"iPhone15,4"
2024-07-25 15:34:14,"iPhone15,4"
2024-07-25 15:34:14,"iPhone15,4"
2024-07-25 18:55:39,"iPhone15,4"
2024-07-25 18:55:39,"iPhone15,4"
2024-07-25 22:20:12,"iPhone15,4"
2024-07-25 22:34:30,"iPhone15,4"
2024-07-25 22:37:50,"iPhone15,4"
2024-07-25 22:38:34,"iPhone15,4"
2024-07-25 22:56:47,"iPhone15,4"
2024-07-25 23:00:58,"iPhone15,4"
2024-07-25 23:03:47,"iPhone15,4"
2024-07-25 23:08:55,"iPhone15,4"
2024-07-25 23:17:21,"iPhone15,4"
2024-07-25 23:19:24,"iPhone15,4"
2024-07-25 23:20:46,"iPhone15,4"
2024-07-25 23:20:46,"iPhone15,4"
2024-07-26 09:15:11,"iPhone15,4"
2024-07-26 09:15:11,"iPhone15,4"
2024-07-26 11:21:41,"iPhone15,4"
2024-07-26 11:22:53,"iPhone15,4"
2024-07-26 11:32:15,"iPhone15,4"
2024-07-26 14:06:19,"iPhone15,4"
2024-07-26 14:06:19,"iPhone15,4"
2024-07-26 15:45:37,"iPhone15,4"
2024-07-26 15:45:37,"iPhone15,4"
2024-07-27 14:57:42,"iPhone15,4"
2024-07-27 14:57:42,"iPhone15,4"
2024-07-28 06:41:22,"iPhone15,4"
2024-07-28 06:41:22,"iPhone15,4"
2024-07-28 19:40:00,"iPhone15,4"
2024-07-28 19:53:04,"iPhone15,4"
2024-07-28 21:33:58,"iPhone15,4"
2024-07-29 18:20:20,"iPhone15,4"
2024-07-29 18:20:20,"iPhone15,4"
2024-07-30 13:56:45,"iPhone15,4"
2024-07-30 13:58:38,"iPhone15,4"
2024-07-30 13:58:38,"iPhone15,4"
2024-07-31 07:47:51,"iPhone15,4"
2024-08-01 11:30:42,"iPhone15,4"
2024-08-01 11:30:42,"iPhone15,4"
2024-08-01 12:23:18,"iPhone15,4"
2024-08-01 12:23:18,"iPhone15,4"
2024-08-01 19:16:08,"iPhone15,4"
2024-08-01 19:17:02,"iPhone15,4"
2024-08-01 19:26:43,"iPhone15,4"
2024-08-01 19:27:14,"iPhone15,4"
2024-08-02 07:11:40,"iPhone15,4"
2024-08-02 07:51:48,"iPhone15,4"
2024-08-02 07:51:49,"iPhone15,4"
2024-08-02 11:24:48,"iPhone15,4"
2024-08-02 11:36:47,"iPhone15,4"
2024-08-02 11:52:23,"iPhone15,4"
2024-08-02 14:11:57,"iPhone15,4"
2024-08-02 15:44:49,"iPhone15,4"
2024-08-02 15:44:49,"iPhone15,4"
2024-08-02 17:25:50,"iPhone15,4"
2024-08-02 17:36:28,"iPhone15,4"
2024-08-02 17:41:34,"iPhone15,4"
2024-08-02 17:41:34,"iPhone15,4"
2024-08-02 19:12:12,"iPhone15,4"
2024-08-02 19:54:27,"iPhone15,4"
2024-08-02 19:54:27,"iPhone15,4"
2024-08-02 20:19:17,"iPhone15,4"
2024-08-02 20:23:31,"iPhone15,4"
2024-08-02 20:23:37,"iPhone15,4"
2024-08-02 20:23:37,"iPhone15,4"
2024-08-03 00:10:42,"iPhone15,4"
2024-08-03 00:10:42,"iPhone15,4"
2024-08-03 11:34:08,"iPhone15,4"
2024-08-03 11:57:16,"iPhone15,4"
2024-08-03 14:26:42,"iPhone15,4"
2024-08-03 16:51:29,"iPhone15,4"
2024-08-03 16:51:29,"iPhone15,4"
2024-08-03 22:36:00,"iPhone15,4"
2024-08-03 22:57:16,"iPhone15,4"
2024-08-03 22:58:15,"iPhone15,4"
2024-08-03 22:58:56,"iPhone15,4"
2024-08-03 23:00:16,"iPhone15,4"
2024-08-03 23:08:01,"iPhone15,4"
2024-08-03 23:19:49,"iPhone15,4"
2024-08-04 06:10:42,"iPhone15,4"
2024-08-04 06:19:42,"iPhone15,4"
2024-08-04 08:54:48,"iPhone15,4"
2024-08-04 08:58:45,"iPhone15,4"
2024-08-04 08:58:45,"iPhone15,4"
2024-08-04 11:32:23,"iPhone15,4"
2024-08-04 11:32:23,"iPhone15,4"
2024-08-04 12:01:51,"iPhone15,4"
2024-08-04 12:03:25,"iPhone15,4"
2024-08-04 12:07:55,"iPhone15,4"
2024-08-04 12:08:17,"iPhone15,4"
2024-08-04 12:10:50,"iPhone15,4"
2024-08-04 12:16:30,"iPhone15,4"
2024-08-04 15:45:53,"iPhone15,4"
2024-08-04 15:45:53,"iPhone15,4"
2024-08-04 17:00:37,"iPhone15,4"
2024-08-04 17:12:40,"iPhone15,4"
2024-08-04 17:23:29,"iPhone15,4"
2024-08-04 17:24:36,"iPhone15,4"
2024-08-04 17:27:19,"iPhone15,4"
2024-08-04 17:29:16,"iPhone15,4"
2024-08-04 17:35:23,"iPhone15,4"
2024-08-04 17:38:48,"iPhone15,4"
2024-08-04 17:38:48,"iPhone15,4"
2024-08-04 18:05:53,"iPhone15,4"
2024-08-04 18:18:49,"iPhone15,4"
2024-08-04 18:38:41,"iPhone15,4"
2024-08-04 18:42:22,"iPhone15,4"
2024-08-04 18:43:01,"iPhone15,4"
2024-08-04 18:43:35,"iPhone15,4"
2024-08-04 19:13:25,"iPhone15,4"
2024-08-04 20:27:32,"iPhone15,4"
2024-08-04 20:27:32,"iPhone15,4"
2024-08-05 04:56:48,"iPhone15,4"
2024-08-05 04:56:49,"iPhone15,4"
2024-08-05 10:20:28,"iPhone15,4"
2024-08-05 14:58:04,"iPhone15,4"
2024-08-05 16:41:21,"iPhone15,4"
2024-08-05 16:56:09,"iPhone15,4"
2024-08-05 20:46:35,"iPhone15,4"
2024-08-05 20:51:49,"iPhone15,4"
2024-08-05 20:52:43,"iPhone15,4"
2024-08-05 20:52:43,"iPhone15,4"
2024-08-05 21:06:11,"iPhone15,4"
2024-08-05 21:58:05,"iPhone15,4"
2024-08-05 21:58:05,"iPhone15,4"
2024-08-05 21:58:05,"iPhone15,4"
2024-08-06 03:12:04,"iPhone15,4"
2024-08-06 03:38:00,"iPhone15,4"
2024-08-06 03:38:00,"iPhone15,4"
2024-08-06 13:36:13,"iPhone15,4"
2024-08-06 18:16:42,"iPhone15,4"
2024-08-06 18:16:43,"iPhone15,4"
2024-08-06 20:57:55,"iPhone15,4"
2024-08-06 20:57:55,"iPhone15,4"
2024-08-07 06:58:40,"iPhone15,4"
2024-08-07 06:58:40,"iPhone15,4"
2024-08-07 07:22:56,"iPhone15,4"
2024-08-07 07:40:27,"iPhone15,4"
2024-08-07 07:40:28,"iPhone15,4"
2024-08-07 09:18:26,"iPhone15,4"
2024-08-07 11:09:21,"iPhone15,4"
2024-08-07 11:37:15,"iPhone15,4"
2024-08-07 12:11:35,"iPhone15,4"
2024-08-07 19:07:13,"iPhone15,4"
2024-08-07 19:33:24,"iPhone15,4"
2024-08-07 19:52:47,"iPhone15,4"
2024-08-07 19:52:47,"iPhone15,4"
2024-08-07 21:06:03,"iPhone15,4"
2024-08-07 23:06:05,"iPhone15,4"
2024-08-07 23:06:05,"iPhone15,4"
2024-08-08 05:01:56,"iPhone15,4"
2024-08-08 05:23:12,"iPhone15,4"
2024-08-08 05:34:37,"iPhone15,4"
2024-08-08 06:02:26,"iPhone15,4"
2024-08-08 06:32:52,"iPhone15,4"
2024-08-08 06:33:18,"iPhone15,4"
2024-08-08 06:38:03,"iPhone15,4"
2024-08-08 08:46:39,"iPhone15,4"
2024-08-08 08:56:42,"iPhone15,4"
2024-08-08 08:56:42,"iPhone15,4"
2024-08-08 09:25:51,"iPhone15,4"
2024-08-08 09:25:51,"iPhone15,4"
2024-08-08 11:08:38,"iPhone15,4"
2024-08-08 11:22:12,"iPhone15,4"
2024-08-08 11:22:12,"iPhone15,4"
2024-08-08 19:52:16,"iPhone15,4"
2024-08-08 19:52:16,"iPhone15,4"
2024-08-09 05:40:01,"iPhone15,4"
2024-08-09 05:40:01,"iPhone15,4"
2024-08-09 06:17:25,"iPhone15,4"
2024-08-09 06:40:33,"iPhone15,4"
2024-08-09 06:40:33,"iPhone15,4"
2024-08-09 09:34:16,"iPhone15,4"
2024-08-09 09:43:09,"iPhone15,4"
2024-08-09 09:50:36,"iPhone15,4"
2024-08-09 09:50:37,"iPhone15,4"
2024-08-09 10:02:27,"iPhone15,4"
2024-08-09 10:20:16,"iPhone15,4"
2024-08-09 10:20:16,"iPhone15,4"
2024-08-09 13:16:53,"iPhone15,4"
2024-08-09 13:20:30,"iPhone15,4"
2024-08-09 13:20:30,"iPhone15,4"
2024-08-09 14:52:07,"iPhone15,4"
2024-08-09 14:52:07,"iPhone15,4"
2024-08-09 15:27:25,"iPhone15,4"
2024-08-09 15:44:29,"iPhone15,4"
2024-08-09 15:44:29,"iPhone15,4"
2024-08-10 05:43:16,"iPhone15,4"
2024-08-10 05:50:31,"iPhone15,4"
2024-08-10 05:51:38,"iPhone15,4"
2024-08-10 05:51:38,"iPhone15,4"
2024-08-10 06:13:50,"iPhone15,4"
2024-08-10 06:15:06,"iPhone15,4"
2024-08-10 07:32:23,"iPhone15,4"
2024-08-10 07:34:01,"iPhone15,4"
2024-08-10 07:35:07,"iPhone15,4"
2024-08-10 09:12:10,"iPhone15,4"
2024-08-10 09:49:27,"iPhone15,4"
2024-08-10 09:51:13,"iPhone15,4"
2024-08-10 09:51:50,"iPhone15,4"
2024-08-10 12:50:15,"iPhone15,4"
2024-08-10 12:52:08,"iPhone15,4"
2024-08-10 12:54:12,"iPhone15,4"
2024-08-10 12:54:13,"iPhone15,4"
2024-08-10 12:54:13,"iPhone15,4"
2024-08-10 15:20:01,"iPhone15,4"
2024-08-10 15:32:19,"iPhone15,4"
2024-08-10 15:32:19,"iPhone15,4"
2024-08-11 08:58:00,"iPhone15,4"
2024-08-11 08:58:00,"iPhone15,4"
2024-08-11 09:02:40,"iPhone15,4"
2024-08-11 09:07:42,"iPhone15,4"
2024-08-11 09:10:52,"iPhone15,4"
2024-08-11 09:29:20,"iPhone15,4"
2024-08-11 09:29:20,"iPhone15,4"
2024-08-12 05:31:12,"iPhone15,4"
2024-08-13 06:49:35,"iPhone15,4"
2024-08-13 06:49:35,"iPhone15,4"
2024-08-13 06:49:35,"iPhone15,4"
2024-08-13 19:02:10,"iPhone15,4"
2024-08-13 19:42:48,"iPhone15,4"
2024-08-13 19:42:49,"iPhone15,4"
2024-08-13 20:04:30,"iPhone15,4"
2024-08-13 20:04:30,"iPhone15,4"
2024-08-13 23:32:08,"iPhone15,4"
2024-08-13 23:32:08,"iPhone15,4"
2024-08-14 06:03:15,"iPhone15,4"
2024-08-14 06:03:15,"iPhone15,4"
2024-08-14 08:45:33,"iPhone15,4"
2024-08-14 08:45:33,"iPhone15,4"
2024-08-14 12:17:01,"iPhone15,4"
2024-08-14 12:17:01,"iPhone15,4"
2024-08-14 21:21:21,"iPhone15,4"
2024-08-14 21:21:21,"iPhone15,4"
2024-08-14 22:08:24,"iPhone15,4"
2024-08-14 22:08:24,"iPhone15,4"
2024-08-15 06:04:37,"iPhone15,4"
2024-08-15 06:23:13,"iPhone15,4"
2024-08-15 14:05:35,"iPhone15,4"
2024-08-15 21:07:39,"iPhone15,4"
2024-08-15 21:07:39,"iPhone15,4"
2024-08-16 09:02:57,"iPhone15,4"
2024-08-16 09:12:40,"iPhone15,4"
2024-08-16 09:49:12,"iPhone15,4"
2024-08-16 09:53:04,"iPhone15,4"
2024-08-16 09:53:04,"iPhone15,4"
2024-08-16 14:26:06,"iPhone15,4"
2024-08-16 14:26:06,"iPhone15,4"
2024-08-17 08:28:17,"iPhone15,4"
2024-08-17 08:32:20,"iPhone15,4"
2024-08-17 08:47:02,"iPhone15,4"
2024-08-17 08:48:24,"iPhone15,4"
2024-08-17 09:33:58,"iPhone15,4"
2024-08-17 09:46:51,"iPhone15,4"
2024-08-17 09:47:56,"iPhone15,4"
2024-08-17 09:47:56,"iPhone15,4"
2024-08-17 10:12:29,"iPhone15,4"
2024-08-17 10:12:36,"iPhone15,4"
2024-08-17 19:17:42,"iPhone15,4"
2024-08-17 19:17:42,"iPhone15,4"
2024-08-18 19:16:47,"iPhone15,4"
2024-08-18 22:00:21,"iPhone15,4"
2024-08-18 22:11:58,"iPhone15,4"
2024-08-19 22:09:04,"iPhone15,4"
2024-08-19 22:34:34,"iPhone15,4"
2024-08-19 22:34:34,"iPhone15,4"
2024-08-19 23:02:58,"iPhone15,4"
2024-08-19 23:39:26,"iPhone15,4"
2024-08-19 23:46:25,"iPhone15,4"
2024-08-19 23:46:25,"iPhone15,4"
2024-08-21 13:03:03,"iPhone15,4"
2024-08-21 13:04:45,"iPhone15,4"
2024-08-21 13:04:45,"iPhone15,4"
2024-08-22 00:04:33,"iPhone15,4"
2024-08-22 00:15:03,"iPhone15,4"
2024-08-22 00:16:05,"iPhone15,4"
2024-08-22 00:16:32,"iPhone15,4"
2024-08-22 00:21:54,"iPhone15,4"
2024-08-22 00:23:30,"iPhone15,4"
2024-08-22 00:23:30,"iPhone15,4"
2024-08-22 18:10:47,"iPhone15,4"
2024-08-22 18:41:38,"iPhone15,4"
2024-08-22 18:53:37,"iPhone15,4"
2024-08-22 18:53:38,"iPhone15,4"
2024-08-22 19:03:27,"iPhone15,4"
2024-08-22 19:08:40,"iPhone15,4"
2024-08-22 19:12:34,"iPhone15,4"
2024-08-22 19:13:24,"iPhone15,4"
2024-08-22 19:14:32,"iPhone15,4"
2024-08-22 19:17:21,"iPhone15,4"
2024-08-22 19:19:12,"iPhone15,4"
2024-08-22 19:19:57,"iPhone15,4"
2024-08-22 19:21:24,"iPhone15,4"
2024-08-22 19:21:24,"iPhone15,4"
2024-08-23 05:52:13,"iPhone15,4"
2024-08-23 05:52:13,"iPhone15,4"
2024-08-23 06:02:54,"iPhone15,4"
2024-08-23 06:02:54,"iPhone15,4"
2024-08-23 17:37:27,"iPhone15,4"
2024-08-23 17:37:40,"iPhone15,4"
2024-08-23 17:39:28,"iPhone15,4"
2024-08-23 17:39:28,"iPhone15,4"
2024-08-23 20:55:39,"iPhone15,4"
2024-08-24 14:04:06,"iPhone15,4"
2024-08-24 14:07:06,"iPhone15,4"
2024-08-24 14:08:05,"iPhone15,4"
2024-08-24 14:09:32,"iPhone15,4"
2024-08-24 14:15:33,"iPhone15,4"
2024-08-24 14:15:33,"iPhone15,4"
2024-08-24 16:44:03,"iPhone15,4"
2024-08-24 16:46:39,"iPhone15,4"
2024-08-24 16:46:39,"iPhone15,4"
2024-08-24 19:47:40,"iPhone15,4"
2024-08-25 12:08:42,"iPhone15,4"
2024-08-25 12:21:22,"iPhone15,4"
2024-08-25 12:23:20,"iPhone15,4"
2024-08-25 12:25:30,"iPhone15,4"
2024-08-25 12:25:31,"iPhone15,4"
2024-08-25 12:25:31,"iPhone15,4"
2024-08-26 06:47:51,"iPhone15,4"
2024-08-26 06:47:51,"iPhone15,4"
2024-08-26 08:06:59,"iPhone15,4"
2024-08-26 08:12:50,"iPhone15,4"
2024-08-26 08:19:39,"iPhone15,4"
2024-08-26 08:22:37,"iPhone15,4"
2024-08-26 08:54:16,"iPhone15,4"
2024-08-26 08:54:17,"iPhone15,4"
2024-08-26 08:54:17,"iPhone15,4"
2024-08-26 10:23:10,"iPhone15,4"
2024-08-26 10:23:10,"iPhone15,4"
2024-08-26 15:47:03,"iPhone15,4"
2024-08-26 15:52:18,"iPhone15,4"
2024-08-26 15:57:45,"iPhone15,4"
2024-08-26 15:57:45,"iPhone15,4"
2024-08-26 15:57:45,"iPhone15,4"
2024-08-26 21:29:04,"iPhone15,4"
2024-08-26 21:29:04,"iPhone15,4"
2024-08-27 13:34:21,"iPhone15,4"
2024-08-27 13:39:09,"iPhone15,4"
2024-08-27 13:48:08,"iPhone15,4"
2024-08-27 13:51:12,"iPhone15,4"
2024-08-27 14:34:11,"iPhone15,4"
2024-08-27 14:34:11,"iPhone15,4"
2024-08-27 18:58:17,"iPhone15,4"
2024-08-27 18:58:17,"iPhone15,4"
2024-08-27 19:24:17,"iPhone15,4"
2024-08-27 19:51:38,"iPhone15,4"
2024-08-28 09:17:34,"iPhone15,4"
2024-08-28 09:39:03,"iPhone15,4"
2024-08-28 09:39:03,"iPhone15,4"
2024-08-28 19:19:19,"iPhone15,4"
2024-08-28 19:19:19,"iPhone15,4"
2024-08-29 07:14:37,"iPhone15,4"
2024-08-29 07:19:57,"iPhone15,4"
2024-08-29 07:19:57,"iPhone15,4"
2024-08-29 17:35:36,"iPhone15,4"
2024-08-29 17:35:36,"iPhone15,4"
2024-08-29 19:45:50,"iPhone15,4"
2024-08-29 19:45:50,"iPhone15,4"
2024-08-29 21:12:26,"iPhone15,4"
2024-08-29 21:15:14,"iPhone15,4"
2024-08-29 21:23:20,"iPhone15,4"
2024-08-29 21:23:20,"iPhone15,4"
2024-08-29 23:33:30,"iPhone15,4"
2024-08-29 23:46:59,"iPhone15,4"
2024-08-29 23:46:59,"iPhone15,4"
2024-08-30 18:56:10,"iPhone15,4"
2024-08-30 18:56:10,"iPhone15,4"
2024-08-31 09:14:06,"iPhone15,4"
2024-08-31 09:17:35,"iPhone15,4"
2024-08-31 09:17:35,"iPhone15,4"
2024-09-01 06:06:31,"iPhone15,4"
2024-09-01 06:24:31,"iPhone15,4"
2024-09-01 06:24:31,"iPhone15,4"
2024-09-01 09:03:16,"iPhone15,4"
2024-09-01 09:03:16,"iPhone15,4"
2024-09-02 10:59:51,"iPhone15,4"
2024-09-02 10:59:51,"iPhone15,4"
2024-09-02 19:01:53,"iPhone15,4"
2024-09-02 19:03:18,"iPhone15,4"
2024-09-02 19:11:25,"iPhone15,4"
2024-09-02 19:12:01,"iPhone15,4"
2024-09-02 19:12:01,"iPhone15,4"
2024-09-03 06:11:02,"iPhone15,4"
2024-09-03 06:25:44,"iPhone15,4"
2024-09-03 06:57:03,"iPhone15,4"
2024-09-03 06:59:36,"iPhone15,4"
2024-09-03 06:59:36,"iPhone15,4"
2024-09-03 09:16:12,"iPhone15,4"
2024-09-03 09:19:05,"iPhone15,4"
2024-09-03 09:20:10,"iPhone15,4"
2024-09-03 09:20:46,"iPhone15,4"
2024-09-03 09:21:03,"iPhone15,4"
2024-09-03 09:21:53,"iPhone15,4"
2024-09-03 09:21:53,"iPhone15,4"
2024-09-03 13:57:01,"iPhone15,4"
2024-09-03 13:57:01,"iPhone15,4"
2024-09-04 05:38:07,"iPhone15,4"
2024-09-04 05:46:52,"iPhone15,4"
2024-09-04 10:14:49,"iPhone15,4"
2024-09-04 10:29:07,"iPhone15,4"
2024-09-04 10:29:07,"iPhone15,4"
2024-09-05 13:45:12,"iPhone15,4"
2024-09-06 10:40:31,"iPhone15,4"
2024-09-06 10:40:31,"iPhone15,4"
2024-09-06 11:22:37,"iPhone15,4"
2024-09-06 11:22:37,"iPhone15,4"
2024-09-06 12:40:30,"iPhone15,4"
2024-09-06 12:40:30,"iPhone15,4"
2024-09-06 14:59:48,"iPhone15,4"
2024-09-06 14:59:49,"iPhone15,4"
2024-09-06 15:19:32,"iPhone15,4"
2024-09-06 15:29:17,"iPhone15,4"
2024-09-06 15:29:17,"iPhone15,4"
2024-09-07 11:38:32,"iPhone15,4"
2024-09-07 11:38:32,"iPhone15,4"
2024-09-07 16:40:07,"iPhone15,4"
2024-09-07 16:42:48,"iPhone15,4"
2024-09-07 16:42:48,"iPhone15,4"
2024-09-08 11:28:59,"iPhone15,4"
2024-09-08 11:37:06,"iPhone15,4"
2024-09-08 11:53:07,"iPhone15,4"
2024-09-08 11:59:39,"iPhone15,4"
2024-09-08 11:59:39,"iPhone15,4"
2024-09-08 11:59:39,"iPhone15,4"
2024-09-08 21:57:55,"iPhone15,4"
2024-09-08 21:57:55,"iPhone15,4"
2024-09-08 22:31:16,"iPhone15,4"
2024-09-08 22:31:16,"iPhone15,4"
2024-09-09 11:56:17,"iPhone15,4"
2024-09-09 11:56:17,"iPhone15,4"
2024-09-09 11:57:08,"iPhone15,4"
2024-09-09 13:41:39,"iPhone15,4"
2024-09-09 13:41:39,"iPhone15,4"
2024-09-09 14:33:02,"iPhone15,4"
2024-09-09 14:33:02,"iPhone15,4"
2024-09-10 10:29:34,"iPhone15,4"
2024-09-10 10:30:34,"iPhone15,4"
2024-09-10 10:30:35,"iPhone15,4"
